"name","gender","ethnicity","quality","call","city","jobs","experience","honors","volunteer","military","holes","school","email","computer","special","college","minimum","equal","wanted","requirements","reqexp","reqcomm","reqeduc","reqcomp","reqorg","industry"
"Lakisha","female","afam","high",FALSE,"boston",1,5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Tamika","female","afam","low",FALSE,"boston",5,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Anne","female","cauc","low",TRUE,"boston",2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"none",FALSE,"secretary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Emily","female","cauc","high",TRUE,"boston",1,5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"secretary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Lakisha","female","afam","low",FALSE,"boston",5,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Latoya","female","afam","high",FALSE,"boston",4,16,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Carrie","female","cauc","low",FALSE,"boston",3,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Ebony","female","afam","high",FALSE,"boston",5,9,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"secretary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Laurie","female","cauc","high",FALSE,"boston",1,5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"secretary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Tanisha","female","afam","low",FALSE,"boston",6,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"none",FALSE,"secretary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Carrie","female","cauc","high",TRUE,"boston",5,9,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Ebony","female","afam","low",FALSE,"boston",5,13,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Kristen","female","cauc","low",TRUE,"boston",5,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Tanisha","female","afam","high",FALSE,"boston",3,8,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Jill","female","cauc","low",TRUE,"boston",3,20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"retail sales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Lakisha","female","afam","low",TRUE,"boston",6,13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"retail sales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Aisha","female","afam","low",FALSE,"chicago",4,6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"some",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Anne","female","cauc","high",FALSE,"chicago",3,9,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"some",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Jill","female","cauc","low",FALSE,"chicago",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"some",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Tamika","female","afam","high",FALSE,"chicago",4,8,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"some",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Aisha","female","afam","low",FALSE,"chicago",1,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Allison","female","cauc","low",FALSE,"chicago",2,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Carrie","female","cauc","high",FALSE,"chicago",4,4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Latoya","female","afam","high",FALSE,"chicago",5,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Anne","female","cauc","high",FALSE,"chicago",4,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"none",TRUE,"supervisor",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"health/education/social services"
"Emily","female","cauc","low",FALSE,"chicago",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"none",TRUE,"supervisor",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"health/education/social services"
"Latoya","female","afam","low",FALSE,"chicago",4,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"none",TRUE,"supervisor",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"health/education/social services"
"Tamika","female","afam","high",FALSE,"chicago",2,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"none",TRUE,"supervisor",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"health/education/social services"
"Anne","female","cauc","low",FALSE,"chicago",4,6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"office support",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"health/education/social services"
"Emily","female","cauc","high",FALSE,"chicago",3,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"office support",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"health/education/social services"
"Kenya","female","afam","low",FALSE,"chicago",4,8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"none",FALSE,"office support",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"health/education/social services"
"Latoya","female","afam","high",FALSE,"chicago",3,7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"office support",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"health/education/social services"
"Carrie","female","cauc","high",FALSE,"chicago",3,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"none",FALSE,"office support",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"unknown"
"Emily","female","cauc","low",FALSE,"chicago",3,5,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"none",FALSE,"office support",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"unknown"
"Keisha","female","afam","low",FALSE,"chicago",4,6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"office support",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"unknown"
"Tamika","female","afam","high",FALSE,"chicago",3,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"office support",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"unknown"
"Anne","female","cauc","high",FALSE,"chicago",3,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"some",FALSE,"office support",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"health/education/social services"
"Lakisha","female","afam","low",FALSE,"chicago",4,16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"some",FALSE,"office support",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"health/education/social services"
"Latonya","female","afam","high",FALSE,"chicago",3,14,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"some",FALSE,"office support",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"health/education/social services"
"Meredith","female","cauc","low",FALSE,"chicago",4,15,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"some",FALSE,"office support",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"health/education/social services"
"Anne","female","cauc","high",FALSE,"chicago",4,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"finance/insurance/real estate"
"Kenya","female","afam","low",FALSE,"chicago",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"finance/insurance/real estate"
"Kristen","female","cauc","low",FALSE,"chicago",4,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"finance/insurance/real estate"
"Latoya","female","afam","high",FALSE,"chicago",4,7,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"finance/insurance/real estate"
"Kristen","female","cauc","low",FALSE,"chicago",3,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"some",FALSE,"manager",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"unknown"
"Latoya","female","afam","low",FALSE,"chicago",4,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"some",FALSE,"manager",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"unknown"
"Aisha","female","afam","low",FALSE,"chicago",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"1",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Jill","female","cauc","low",FALSE,"chicago",4,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"1",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Kristen","female","cauc","high",FALSE,"chicago",4,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"1",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Lakisha","female","afam","high",FALSE,"chicago",2,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Anne","female","cauc","low",FALSE,"chicago",4,9,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"5",FALSE,"office support",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"business/personal services"
"Kenya","female","afam","high",FALSE,"chicago",4,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"5",FALSE,"office support",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"business/personal services"
"Kristen","female","cauc","high",FALSE,"chicago",4,9,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"5",FALSE,"office support",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"business/personal services"
"Tamika","female","afam","low",FALSE,"chicago",3,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"5",FALSE,"office support",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"business/personal services"
"Allison","female","cauc","high",FALSE,"chicago",4,8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Keisha","female","afam","high",FALSE,"chicago",3,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Kenya","female","afam","low",FALSE,"chicago",2,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Sarah","female","cauc","low",FALSE,"chicago",2,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Brendan","male","cauc","low",FALSE,"chicago",2,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"finance/insurance/real estate"
"Brett","male","cauc","high",FALSE,"chicago",4,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"other",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"finance/insurance/real estate"
"Jermaine","male","afam","low",FALSE,"chicago",4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"finance/insurance/real estate"
"Tyrone","male","afam","high",FALSE,"chicago",1,4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"other",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"finance/insurance/real estate"
"Jill","female","cauc","high",TRUE,"chicago",4,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"none",TRUE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Kenya","female","afam","low",FALSE,"chicago",4,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"none",TRUE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Latoya","female","afam","high",FALSE,"chicago",5,11,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",TRUE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Laurie","female","cauc","low",TRUE,"chicago",2,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",TRUE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Keisha","female","afam","high",FALSE,"chicago",4,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"some",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Lakisha","female","afam","low",FALSE,"chicago",4,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"some",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Laurie","female","cauc","high",FALSE,"chicago",6,4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"some",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Sarah","female","cauc","low",FALSE,"chicago",2,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"some",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Emily","female","cauc","low",FALSE,"chicago",2,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"some",FALSE,"manager",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"finance/insurance/real estate"
"Kenya","female","afam","low",FALSE,"chicago",4,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"some",FALSE,"manager",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"finance/insurance/real estate"
"Kenya","female","afam","high",FALSE,"chicago",4,9,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Lakisha","female","afam","low",FALSE,"chicago",2,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Laurie","female","cauc","high",FALSE,"chicago",4,12,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Sarah","female","cauc","low",FALSE,"chicago",2,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Anne","female","cauc","low",FALSE,"chicago",2,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown"
"Lakisha","female","afam","high",FALSE,"chicago",4,5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown"
"Latonya","female","afam","low",FALSE,"chicago",4,6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown"
"Meredith","female","cauc","high",FALSE,"chicago",3,3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown"
"Ebony","female","afam","high",FALSE,"chicago",3,3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"unknown"
"Kristen","female","cauc","high",FALSE,"chicago",4,14,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"unknown"
"Latonya","female","afam","low",FALSE,"chicago",1,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"unknown"
"Meredith","female","cauc","low",FALSE,"chicago",4,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"unknown"
"Aisha","female","afam","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"some",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Aisha","female","afam","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Aisha","female","afam","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"1",TRUE,"other",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"finance/insurance/real estate"
"Brad","male","cauc","low",TRUE,"boston",6,21,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"other",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"transport/communication"
"Brad","male","cauc","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"trade"
"Brendan","male","cauc","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Brendan","male","cauc","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"trade"
"Brett","male","cauc","high",TRUE,"boston",2,6,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"transport/communication"
"Carrie","female","cauc","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"some",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Hakim","male","afam","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"unknown"
"Jay","male","cauc","high",FALSE,"boston",4,14,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"none",FALSE,"manager",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"transport/communication"
"Kareem","male","afam","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"unknown"
"Kenya","female","afam","low",TRUE,"boston",3,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"transport/communication"
"Kristen","female","cauc","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"unknown"
"Lakisha","female","afam","low",FALSE,"boston",5,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"manager",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"transport/communication"
"Lakisha","female","afam","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Latonya","female","afam","high",TRUE,"boston",4,7,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"transport/communication"
"Leroy","male","afam","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"1",TRUE,"other",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"finance/insurance/real estate"
"Leroy","male","afam","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"trade"
"Matthew","male","cauc","low",FALSE,"boston",4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"manager",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"transport/communication"
"Matthew","male","cauc","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"1",TRUE,"other",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"finance/insurance/real estate"
"Neil","male","cauc","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",TRUE,"other",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"finance/insurance/real estate"
"Neil","male","cauc","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Neil","male","cauc","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"unknown"
"Sarah","female","cauc","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"some",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Tremayne","male","afam","high",FALSE,"boston",6,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"manager",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"transport/communication"
"Tyrone","male","afam","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"trade"
"Tyrone","male","afam","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"some",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Anne","female","cauc","low",FALSE,"boston",5,13,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"none",FALSE,"office support",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
